ID,Dat_EC,Site Region,Site Precis,Age,Gestante,Lactation,Res1GP-ZEBVkiss,Juvinile
CCCA04483,2019-11-27,Yaound̩,Mvog-Betsi,AI,0,0,1,0
CCCA04490,2019-11-29,Obala,Mfomakap,AI,0,0,1,0
CCCA04491,2019-11-29,Obala,Mfomakap,AI,0,0,0,0
CCCA04492,2019-11-29,Obala,Mfomakap,AI,0,0,0,0
CCCA04500,2019-11-29,Obala,Mfomakap,AI,0,0,1,0
CCCA04504,2019-11-29,Obala,Mfomakap,AI,0,0,1,0
CCCA04506,2019-11-29,Obala,Mfomakap,AI,0,0,0,0
CCCA04513,2019-11-29,Obala,Mfomakap,AI,0,0,0,0
CCCA04517,2019-11-29,Obala,Mfomakap,AI,0,0,1,0
CCCA04527,2019-11-30,Obala,Mfomakap,AI,0,0,1,0
CCCA04532,2019-11-30,Obala,Mfomakap,AI,0,0,1,0
CCCA04539,2019-11-30,Obala,Mfomakap,AI,0,0,1,0
CCCA04542,2019-11-30,Obala,Mfomakap,AI,1,0,1,0
CCCA04035,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04036,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04037,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04038,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04052,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04053,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04055,2019-07-13,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04056,2019-07-15,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04058,2019-07-15,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04062,2019-07-15,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04064,2019-07-15,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04067,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04076,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04079,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04086,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04091,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04093,2019-07-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04100,2019-07-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04105,2019-07-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04106,2019-07-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04117,2019-07-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04124,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04126,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04128,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04129,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04132,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04137,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04138,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04139,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04146,2019-07-18,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04157,2019-07-20,Obala,Mfomakap,AI,,,0,0
CCCA04160,2019-07-20,Obala,Mfomakap,AI,,,0,0
CCCA04165,2019-07-20,Obala,Mfomakap,AI,,,0,0
CCCA04167,2019-07-20,Obala,Mfomakap,AI,,,0,0
CCCA04171,2019-07-21,Obala,Mfomakap,AI,,,0,0
CCCA04173,2019-07-21,Obala,Mfomakap,AI,,,0,0
CCCA04179,2019-09-14,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04185,2019-09-14,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04187,2019-09-14,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04189,2019-09-14,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04190,2019-09-14,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04194,2019-09-16,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04197,2019-09-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04198,2019-09-16,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04203,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04204,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04205,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04206,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04208,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04210,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04211,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04213,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04214,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04215,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04219,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04223,2019-09-17,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04224,2019-09-20,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04229,2019-09-20,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04240,2019-09-21,Obala,Mfomakap,AI,,,1,0
CCCA04247,2019-09-21,Obala,Mfomakap,AI,,,0,0
CCCA04252,2019-09-21,Obala,Mfomakap,AI,,,0,0
CCCA04289,2019-10-09,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04305,2019-10-09,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04308,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04309,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04314,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04315,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04319,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04321,2019-10-10,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04329,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04330,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04331,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04338,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04339,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04340,2019-10-11,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04351,2019-10-17,Obala,Mfomakap,AI,,,0,0
CCCA04355,2019-10-17,Obala,Mfomakap,AI,,,0,0
CCCA04356,2019-10-17,Obala,Mfomakap,AI,,,1,0
CCCA04357,2019-10-17,Obala,Mfomakap,AI,,,1,0
CCCA04360,2019-10-17,Obala,Mfomakap,AI,,,1,0
CCCA04266,2019-10-21,Obala,Mfomakap,AI,,,0,0
CCCA04362,2019-10-29,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04367,2019-10-30,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04368,2019-10-30,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04379,2019-11-01,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04381,2019-11-01,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04386,2019-11-04,Obala,Mfomakap,AI,,,1,0
CCCA04398,2019-11-04,Obala,Mfomakap,AI,,,1,0
CCCA04405,2019-11-04,Obala,Mfomakap,AI,,,0,0
CCCA04412,2019-11-05,Obala,Mfomakap,AI,,,0,0
CCCA04419,2019-11-05,Obala,Mfomakap,AI,,,1,0
CCCA04425,2019-11-06,Obala,Mfomakap,AI,,,1,0
CCCA04426,2019-11-06,Obala,Mfomakap,AI,,,1,0
CCCA04427,2019-11-06,Obala,Mfomakap,AI,,,1,0
CCCA04438,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04439,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04448,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04449,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04452,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04454,2019-11-22,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04457,2019-11-23,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04458,2019-11-23,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04466,2019-11-25,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04469,2019-11-25,Yaound̩,Mvog-Betsi,AI,,,1,0
CCCA04473,2019-11-26,Yaound̩,Mvog-Betsi,AI,,,0,0
CCCA04488,2019-11-29,Obala,Mfomakap,AI,,,0,0
CCCA04489,2019-11-29,Obala,Mfomakap,AI,,,1,0
CCCA04494,2019-11-29,Obala,Mfomakap,AI,,,1,0
CCCA04498,2019-11-29,Obala,Mfomakap,AI,,,1,0
CCCA04502,2019-11-29,Obala,Mfomakap,AI,,,0,0
CCCA04518,2019-11-29,Obala,Mfomakap,AI,,,1,0
CCCA04519,2019-11-29,Obala,Mfomakap,AI,,,1,0
CCCA04523,2019-11-30,Obala,Mfomakap,AI,,,1,0
CCCA04538,2019-11-30,Obala,Mfomakap,AI,,,1,0
CCCA04540,2019-11-30,Obala,Mfomakap,AI,,,0,0
CCCA04541,2019-11-30,Obala,Mfomakap,AI,,,1,0
CCCA04546,2019-11-30,Obala,Mfomakap,AI,,,1,0
CCCA03710,2019-04-02,Yaounde,Mvog-Betsi,J,0,1,0,1
CCCA03643,2019-03-28,Yaounde,Mvog-Betsi,J,0,0,0,1
CCCA03653,2019-03-28,Yaounde,Mvog-Betsi,J,0,0,0,1
CCCA03656,2019-03-29,Yaounde,Mvog-Betsi,J,0,0,0,1
CCCA03689,2019-04-01,Yaounde,Mvog-Betsi,J,0,0,1,1
CCCA03691,2019-04-01,Yaounde,Mvog-Betsi,J,0,0,0,1
CCCA03708,2019-04-02,Yaounde,Mvog-Betsi,J,0,0,0,1
CCCA03760,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03763,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03766,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03773,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03774,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03776,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03777,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03778,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03779,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03781,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03786,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03789,2019-05-03,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03801,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03803,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03804,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03811,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03815,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03817,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03821,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03822,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03823,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03824,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03825,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03826,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03828,2019-05-04,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03829,2019-05-06,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03837,2019-05-06,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03838,2019-05-06,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03840,2019-05-06,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03849,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03850,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03851,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03857,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03858,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03860,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03869,2019-05-07,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03874,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03875,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03879,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03881,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03886,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03887,2019-05-09,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03888,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03893,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03897,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03899,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03902,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03903,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03906,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03907,2019-05-10,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03909,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03913,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03915,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03919,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03922,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03926,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03928,2019-05-11,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03934,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,1,1
CCCA03936,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03938,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03940,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03941,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03942,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03956,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03957,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03958,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03959,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03960,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03965,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03968,2019-06-12,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03969,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03970,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03972,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03973,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03975,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03976,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03978,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03979,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03982,2019-06-15,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03989,2019-06-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03990,2019-06-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03991,2019-06-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03996,2019-06-18,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03998,2019-06-18,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04002,2019-06-18,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04008,2019-06-19,Obala,Mfomakap,J,0,0,0,1
CCCA04009,2019-06-19,Obala,Mfomakap,J,0,0,0,1
CCCA04016,2019-06-19,Obala,Mfomakap,J,0,0,0,1
CCCA04046,2019-07-13,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04057,2019-07-15,Yaound̩,Mvog-Betsi,J,0,0,1,1
CCCA04074,2019-07-16,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04078,2019-07-16,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04081,2019-07-16,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04085,2019-07-16,Yaound̩,Mvog-Betsi,J,0,0,1,1
CCCA04089,2019-07-16,Yaound̩,Mvog-Betsi,J,0,0,1,1
CCCA04111,2019-07-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04114,2019-07-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04118,2019-07-17,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04149,2019-07-18,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA04196,2019-09-16,Yaound̩,Mvog-Betsi,J,0,0,0,1
CCCA03623,2019-03-28,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03673,2019-03-29,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03682,2019-04-01,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03693,2019-04-01,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03702,2019-04-02,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03709,2019-04-02,Yaounde,Mvog-Betsi,J,,,0,1
CCCA03757,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03764,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03769,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03770,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03772,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03775,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03782,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03783,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03784,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03788,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03791,2019-05-03,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03798,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03802,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03805,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03806,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03807,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03808,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03810,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03812,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03814,2019-05-04,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03831,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03832,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03833,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03836,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03839,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03841,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03842,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03846,2019-05-06,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03847,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03856,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03859,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03861,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03862,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03864,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03867,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03868,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03870,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03871,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03873,2019-05-07,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03878,2019-05-09,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03880,2019-05-09,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03882,2019-05-09,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03883,2019-05-09,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03889,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03890,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03891,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03895,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03898,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03900,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03905,2019-05-10,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03908,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03911,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03912,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03914,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03916,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03920,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03921,2019-05-11,Yaound̩,Mvog-Betsi,J,,,1,1
CCCA03924,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03925,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03929,2019-05-11,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03930,2019-05-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03931,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03932,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03935,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03937,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03943,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03944,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03946,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03947,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03948,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03949,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03950,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03951,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03952,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03953,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03954,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03955,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03961,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03962,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03963,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03966,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03967,2019-06-12,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03971,2019-06-15,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03974,2019-06-15,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03977,2019-06-15,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03980,2019-06-15,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03981,2019-06-15,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03987,2019-06-17,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03988,2019-06-17,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA03994,2019-06-18,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04000,2019-06-18,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04005,2019-06-19,Obala,Mfomakap,J,,,0,1
CCCA04010,2019-06-19,Obala,Mfomakap,J,,,0,1
CCCA04015,2019-06-19,Obala,Mfomakap,J,,,0,1
CCCA04017,2019-06-19,Obala,Mfomakap,J,,,0,1
CCCA04020,2019-06-20,Obala,Mfomakap,J,,,0,1
CCCA04022,2019-06-20,Obala,Mfomakap,J,,,0,1
CCCA04023,2019-06-20,Obala,Mfomakap,J,,,0,1
CCCA04024,2019-06-20,Obala,Mfomakap,J,,,0,1
CCCA04028,2019-06-20,Obala,Mfomakap,J,,,0,1
